Complex Name,Address,Arena,Community Centre,Indoor Pool,Indoor Soccer,Library,Outdoor Pool,Fitness Leisure Centre,Skate Park,Spray Pad,Wading Pool,Location 1,Geometry
Lindsey Wilson Park Spray Pad,379 Island Shore Blvd,false,false,false,false,false,false,false,false,true,false,"(49.83241565257965, -97.06208876197371)","MULTIPOLYGON (((-97.066204645676 49.830575402936, -97.063186571548 49.830002787423, -97.062730780678 49.831008506139, -97.062332816285 49.831338040617, -97.062356956508 49.831417837741, -97.062294697567 49.831517127486, -97.062214458813 49.831551347142, -97.062231219569 49.832110752701, -97.060814082498 49.831780769749, -97.05966303846 49.831303157578, -97.057762686433 49.830491056169, -97.057536076762 49.830896657377, -97.057875109399 49.83102559662, -97.05830290163 49.831190730499, -97.058867864671 49.831457912791, -97.059001056045 49.831592370025, -97.059053040348 49.831870713131, -97.058965592673 49.832030761185, -97.057740404274 49.833191481194, -97.058625132555 49.833326605321, -97.058799813906 49.833137758291, -97.059346509341 49.83264866464, -97.059902668297 49.832374486989, -97.060459276633 49.832304683268, -97.061098591966 49.832396249677, -97.061815288274 49.832569474795, -97.062338046017 49.832819644814, -97.062800869522 49.833174846321, -97.063654898473 49.833824524995, -97.064232851031 49.834191711928, -97.064299295384 49.834828517737, -97.065114247284 49.834505006402, -97.0656430604 49.834157652553, -97.064919223964 49.833623100589, -97.064713953686 49.833421556555, -97.064671911956 49.833179429885, -97.064790964459 49.832971236184, -97.065721165881 49.832362888067, -97.066641447185 49.83182425476, -97.066217108651 49.831172390113, -97.066159531956 49.830753359905, -97.066204645676 49.830575402936)))"
Lizzie Playground,242 Lizzie St,false,false,false,false,false,false,false,false,false,true,"(49.90379010515341, -97.14177020955287)","MULTIPOLYGON (((-97.142584328269 49.903626488131, -97.142082735486 49.903465607182, -97.141581144659 49.903304724974, -97.141456135877 49.903466696239, -97.14141062994 49.90352565753, -97.141380342001 49.903564899276, -97.141331126247 49.903628667355, -97.141206114341 49.903790639199, -97.140956090837 49.904114580688, -97.141457737218 49.904275485333, -97.141582745929 49.904113499684, -97.141651212332 49.904024781226, -97.141637565028 49.903993222956, -97.141677258996 49.903941811468, -97.141713316621 49.903895109928, -97.141743756571 49.90390486183, -97.141774120017 49.903914611598, -97.141815780714 49.903860650921, -97.142287018488 49.90401182219, -97.142334331622 49.903950502247, -97.142459330387 49.903788494814, -97.142584328269 49.903626488131)))"
Norberry-Glenlee C.C,26 Molgat Ave,false,true,false,false,false,false,false,false,false,false,"(49.84328002062476, -97.11544566011965)","MULTIPOLYGON (((-97.11646259256 49.844183142286, -97.116484057959 49.844130988889, -97.116507517896 49.844079701741, -97.116532937496 49.844029357088, -97.116561214222 49.843978418979, -97.116591496978 49.843928647311, -97.116623737723 49.843880121044, -97.117661413399 49.842373364148, -97.116261981999 49.84285449045, -97.115564210343 49.842716599643, -97.115149716302 49.842212891071, -97.114786611334 49.842337603426, -97.114772583785 49.842367247993, -97.114398246511 49.842495816109, -97.114352366712 49.842486736478, -97.11322990684 49.842872240658, -97.113254173405 49.843066450799, -97.113859637227 49.843637147996, -97.114124674727 49.843959783286, -97.114451163352 49.843847635237, -97.11451684304 49.843927513684, -97.114582529612 49.8440073994, -97.114789590234 49.844259216691, -97.114861691414 49.844347150178, -97.115048782466 49.844282891233, -97.115235872993 49.844218632878, -97.115247093696 49.84421477837, -97.115440432008 49.844148372525, -97.115481595487 49.844134235092, -97.115687392993 49.844063549187, -97.115840808836 49.844010855104, -97.116088099008 49.844311725925, -97.11646259256 49.844183142286)))"
Pascoe Playground,155 Jordan St,false,false,false,false,false,false,false,false,false,true,"(49.91516445334544, -97.18277638716586)","MULTIPOLYGON (((-97.183663811237 49.914005366603, -97.18200880475 49.916160410337, -97.182012606544 49.916161627603, -97.181888173791 49.916323540088, -97.181994595396 49.916323526592, -97.183664600541 49.916323302017, -97.183663811237 49.914005366603)))"
Jacob Penner Park,659 Wellington Ave,false,false,false,false,false,false,false,false,false,true,"(49.901166501189124, -97.16162202273497)","MULTIPOLYGON (((-97.162445317844 49.900134226434, -97.162118259616 49.900124011305, -97.161521527158 49.900105370956, -97.161515240584 49.900192135006, -97.161487758151 49.90057140569, -97.16141675832 49.900613164171, -97.161414374154 49.900646061524, -97.160879398075 49.900629645491, -97.160872876937 49.900720164791, -97.160866357162 49.900810684111, -97.160853314776 49.900991721803, -97.160846794914 49.901082241118, -97.160827231014 49.901353798084, -97.160820711036 49.901444317391, -97.160817457478 49.901489480899, -97.160798727626 49.901749459231, -97.160907942614 49.901784442803, -97.161235584465 49.901889390146, -97.161322219213 49.901917140291, -97.161869624618 49.902092477792, -97.16197511391 49.902126266106, -97.162080604742 49.902160054347, -97.162186094299 49.902193843371, -97.16229158543 49.902227631423, -97.162319226305 49.901851242478, -97.162349490236 49.901439158889, -97.162354532768 49.901370478415, -97.162384796021 49.900958393878, -97.162389838434 49.900889713396, -97.162415057237 49.900546310177, -97.162420099549 49.900477629687, -97.162445317844 49.900134226434)))"
Berkshire Park,40 Berkshire Bay,false,false,false,false,false,false,false,false,false,true,"(49.87237920122935, -97.08948581342892)","MULTIPOLYGON (((-97.090287204372 49.872891771204, -97.090245632976 49.872810895884, -97.090205523585 49.872732864568, -97.090165425358 49.872654854125, -97.090125327257 49.872576843668, -97.090085229265 49.872498833648, -97.090045131398 49.872420823615, -97.090005033658 49.872342813568, -97.089964936044 49.872264803507, -97.089924837878 49.872186792973, -97.089884739838 49.872108782425, -97.090287082467 49.872022398776, -97.090091012653 49.871866429446, -97.089701612718 49.871866618853, -97.089701934935 49.872140627349, -97.089574745697 49.872140689754, -97.089447556462 49.87214075202, -97.089320367231 49.872140814147, -97.089193178004 49.872140876133, -97.089065989458 49.872140938442, -97.088938800915 49.87214100061, -97.088811611699 49.872141062178, -97.088684422486 49.872141123606, -97.088685132296 49.872618728999, -97.088812326131 49.872618652798, -97.08893951997 49.872618576458, -97.08906671383 49.872618499528, -97.089193907693 49.872618422459, -97.089321100865 49.872618345239, -97.08944829404 49.872618267879, -97.089575487896 49.872618190841, -97.089702681756 49.872618113663, -97.089829875637 49.872618035896, -97.089957069522 49.872617957989, -97.089957408122 49.872891973012, -97.090287204372 49.872891771204)))"
Victor Valde Memorial Park/ South Transcona C.C,124 Borden Ave,false,true,false,false,false,false,false,false,false,true,"(49.88472797643166, -97.00090000578425)","MULTIPOLYGON (((-97.001405968836 49.883948747584, -97.000931825551 49.883948508149, -97.000863968687 49.883948473864, -97.00039109787 49.883948232575, -97.000391586524 49.884153805579, -97.000391748049 49.884222328989, -97.000392236674 49.884427901983, -97.000392398152 49.884496426289, -97.000392886785 49.884701998375, -97.000393048255 49.884770522678, -97.000393699672 49.885044619978, -97.00039386113 49.885113144277, -97.000394349698 49.885318716343, -97.000394511146 49.885387240639, -97.000867423722 49.885387451981, -97.000867712205 49.885507641247, -97.001408913698 49.885507720288, -97.00140868621 49.885387673306, -97.001408557956 49.885319153189, -97.001407909735 49.884976551574, -97.001407781467 49.884908031452, -97.001407133172 49.884565429814, -97.001407004889 49.884496909688, -97.001406356519 49.884154308027, -97.001406228221 49.884085787896, -97.001405968836 49.883948747584)))"
Windsor Park Golf Course,1215 Archibald St,false,false,true,false,true,false,false,false,false,false,"(49.86344385217567, -97.09316540984653)","MULTIPOLYGON (((-97.094124615474 49.860008636405, -97.093989962114 49.860008670407, -97.09370736034 49.860008878677, -97.093071486591 49.860009119606, -97.092435609394 49.86000944692, -97.091870527796 49.860009677328, -97.091587815032 49.860009788666, -97.090952052706 49.860010109728, -97.090316179353 49.860010335537, -97.090033577805 49.860010534848, -97.089750979819 49.860010643594, -97.088832505164 49.860011059194, -97.088196632115 49.860011273373, -97.087914034246 49.86001137764, -97.087631436396 49.860011481217, -97.087029824013 49.860011772278, -97.086940507707 49.860011809131, -97.087356049545 49.8608226274, -97.08756088909 49.861318659748, -97.089912398452 49.865907046481, -97.090121867833 49.866132762585, -97.090331339148 49.866358478326, -97.09108003547 49.866864014267, -97.091309217793 49.86711087693, -97.09137490759 49.867238675822, -97.095347619922 49.867235963315, -97.095487009541 49.867235865669, -97.095671066116 49.867150284764, -97.095844390268 49.86715914126, -97.095952987297 49.867235537936, -97.097091346642 49.867234736068, -97.09928613136 49.867233158485, -97.09928748949 49.867181019835, -97.099341385787 49.867073804696, -97.099381346245 49.867014654819, -97.099390311986 49.866979188527, -97.09938953534 49.866940504761, -97.099380397838 49.866907259707, -97.099338017866 49.866873109769, -97.099300177507 49.866849016785, -97.099195562802 49.866795409952, -97.099139908729 49.866772014016, -97.099063692137 49.866749180118, -97.099006767941 49.866746447791, -97.098932232807 49.866765549994, -97.098883785903 49.866783641165, -97.098797745786 49.866823958529, -97.098774863111 49.866839771031, -97.098662547453 49.86688001699, -97.098605077857 49.866894092922, -97.098458087 49.866917312133, -97.098377637619 49.866929212267, -97.098226556974 49.866951374822, -97.098154996942 49.866961842586, -97.098026127178 49.866994131302, -97.097976698976 49.867002133537, -97.097809061722 49.867053312419, -97.097741577718 49.867049506281, -97.097717678304 49.867050555027, -97.097607214535 49.867019416078, -97.097556421724 49.866983094621, -97.097508808673 49.86693905545, -97.097498944324 49.866906099661, -97.097497222434 49.866879086111, -97.0974827621 49.866839701975, -97.0974895888 49.866825439985, -97.097499244384 49.866756786006, -97.097519063223 49.866641974115, -97.097570868622 49.866527687275, -97.097583960908 49.866454472901, -97.097631543695 49.866294814093, -97.097639902183 49.866248546041, -97.097635351836 49.866127781728, -97.097638000927 49.866023264824, -97.097671059205 49.865890675819, -97.097697897048 49.865739130135, -97.097726136988 49.865664277959, -97.097738048989 49.865602102267, -97.097731266507 49.865561521245, -97.097694495783 49.865519009084, -97.097643952051 49.865467817168, -97.097587115776 49.865404470961, -97.097553393427 49.865377836941, -97.097508088689 49.865362704028, -97.097386814825 49.865350356073, -97.097304553479 49.865357910752, -97.097186896249 49.865374698156, -97.097023314617 49.86541140284, -97.096928745105 49.865429650036, -97.096871699619 49.865444346761, -97.096733813197 49.865483106082, -97.096592814268 49.86549516541, -97.09656357228 49.865494685157, -97.096461307922 49.865476831642, -97.096275888006 49.86545003902, -97.096199756774 49.865449599388, -97.095886908223 49.865459468007, -97.095739573644 49.865464075818, -97.09558758737 49.865436392208, -97.095546609053 49.865416829138, -97.095462076185 49.865361829246, -97.095436614773 49.865347558381, -97.095403438584 49.865306535237, -97.095391050811 49.865261832146, -97.095389071495 49.865186705824, -97.095376547919 49.865148127686, -97.09549555034 49.865055958651, -97.095624296946 49.864962953686, -97.095676372939 49.86493385569, -97.095718718948 49.864918630154, -97.095771260494 49.864906000797, -97.095883811646 49.864874523408, -97.095956568668 49.864854175236, -97.096075011323 49.864825357811, -97.096176750143 49.864811464896, -97.096294450579 49.864800930914, -97.096390505499 49.86479636187, -97.096469695681 49.86479262231, -97.096532037997 49.864796164857, -97.096604653049 49.864802788285, -97.096701929036 49.864806454283, -97.09679953303 49.864802356873, -97.097059870695 49.864764397876, -97.097191087167 49.86475364619, -97.097226301558 49.864748517071, -97.09723937269 49.864746613205, -97.097301367501 49.86473050118, -97.097352188977 49.864712215096, -97.097395288333 49.864691964062, -97.097577520956 49.864588444265, -97.097660868172 49.864530813824, -97.097692501046 49.864504887458, -97.097791109835 49.864429531687, -97.097829140593 49.864381198787, -97.097837563345 49.864308476729, -97.097827193341 49.864289922296, -97.097816760487 49.864271255394, -97.09777859885 49.86425083983, -97.097716712157 49.864232466728, -97.097683561492 49.86422589267, -97.097605508051 49.864229109025, -97.097520254099 49.864238503697, -97.097171952653 49.864284417535, -97.096999094021 49.864292193561, -97.096817712275 49.864293539819, -97.096814573725 49.864293636909, -97.096703892608 49.864297060717, -97.096681818709 49.864292200657, -97.096594532699 49.864284476225, -97.096526612528 49.864275709255, -97.096365522906 49.86426991714, -97.096228944708 49.864269917578, -97.096130469175 49.864264255024, -97.096073593556 49.864259722651, -97.095972853092 49.864238278434, -97.095848324554 49.864220673384, -97.095789583227 49.864210262208, -97.095730841926 49.864199851003, -97.095672554718 49.86419240586, -97.095508422938 49.864176317083, -97.095480683673 49.864171188691, -97.095339167254 49.864134946636, -97.095282896459 49.864125656411, -97.09525263444 49.864116703664, -97.095227590988 49.864081211178, -97.095176536919 49.864052489083, -97.095151623865 49.864031389071, -97.095138311444 49.864005444279, -97.095129064752 49.863968035491, -97.095112521503 49.863858040437, -97.095116540385 49.863826623636, -97.095125450007 49.863812377914, -97.095270868751 49.863739961163, -97.095275899012 49.863737492741, -97.095332090403 49.863724024061, -97.095480186432 49.863709815567, -97.095664695367 49.86370565271, -97.095976617198 49.863682443057, -97.09607779443 49.863671512091, -97.096307506764 49.863654596825, -97.096405541042 49.863638756779, -97.0964834288 49.863621048121, -97.096677963876 49.863565333269, -97.096911576296 49.863509352172, -97.097051611977 49.863469194702, -97.097115723683 49.863447509587, -97.097362919819 49.863355300634, -97.09749861815 49.863322807207, -97.097581045863 49.86329321714, -97.097626817323 49.863261586108, -97.097674573771 49.863216426117, -97.097762453395 49.863124388385, -97.097776302096 49.863104826469, -97.097784702907 49.863068084443, -97.097783455721 49.86302942391, -97.097755878215 49.862976490966, -97.09771261882 49.862919381641, -97.097654416983 49.86287610757, -97.09760565538 49.862843866082, -97.097564643079 49.862825202664, -97.09751347272 49.862817166603, -97.097439822948 49.862814608309, -97.09738165955 49.862806630217, -97.097244929046 49.862781275132, -97.097144773156 49.862776935992, -97.096843693105 49.86277944392, -97.096612171891 49.862769090956, -97.096565786444 49.86277012066, -97.096199685926 49.862786777352, -97.096051651574 49.862800356787, -97.096008584882 49.862798569857, -97.095759669174 49.862776669952, -97.095614142459 49.862772479727, -97.095554378924 49.862766095682, -97.095507894704 49.862756701455, -97.095472212441 49.862744061648, -97.095434088351 49.862722746403, -97.095393601404 49.862683671962, -97.095363539378 49.862630736471, -97.095347009998 49.862591263083, -97.095310653749 49.862535418744, -97.095274203343 49.862506934869, -97.095249596681 49.862495736333, -97.095241097059 49.862464092848, -97.095236792588 49.862432110416, -97.095215833406 49.862398933816, -97.09522179583 49.862335877758, -97.09523504313 49.862255785554, -97.095245705707 49.862205490346, -97.095276125093 49.862139683169, -97.095343076922 49.862040051549, -97.095366561316 49.861998401162, -97.095401872303 49.861961209717, -97.095457313806 49.861919865351, -97.095520845401 49.86189733409, -97.095579334374 49.861884810677, -97.09564327081 49.861879564715, -97.095734071561 49.861877638564, -97.095782515879 49.861873577189, -97.095962853695 49.861845237154, -97.096085903676 49.861808759645, -97.096133126752 49.86178974619, -97.096173720366 49.861768310395, -97.096209485614 49.861744585825, -97.096240293642 49.861718376446, -97.096264090927 49.861689983024, -97.096305490709 49.861617763046, -97.096320683212 49.861585368168, -97.096340143953 49.861532122527, -97.096350263403 49.861469489299, -97.096408367428 49.861322046477, -97.096413908847 49.861312424761, -97.096420312968 49.861301288359, -97.096423653888 49.86129659476, -97.096456260184 49.861250850287, -97.096506128492 49.861207925422, -97.096566817731 49.861163974405, -97.096638987402 49.861133317025, -97.096866698917 49.861099726899, -97.097028815127 49.86105696368, -97.097100710649 49.861032962211, -97.097146008715 49.861013642564, -97.097182287518 49.860993369578, -97.097241814789 49.860948022136, -97.097258022181 49.860924467021, -97.097302480533 49.860855500698, -97.097329614412 49.860802843418, -97.097338260696 49.860774162864, -97.097350198974 49.860710981547, -97.097351161267 49.860672318398, -97.097341767185 49.860599753586, -97.097319734135 49.860547849914, -97.097311678173 49.860515605133, -97.097273018626 49.860461899315, -97.097226638303 49.860413463785, -97.097207263372 49.860375366241, -97.097212247294 49.860354759329, -97.097208781983 49.860336712224, -97.097145975821 49.860260122147, -97.097123389457 49.86024356011, -97.09702521752 49.860213287059, -97.096948446056 49.860205606633, -97.096860563776 49.860204163508, -97.096836677293 49.860210067827, -97.09680837191 49.860222196148, -97.096724503232 49.860217760495, -97.096639078967 49.8602104208, -97.096388975694 49.860201365673, -97.096274629277 49.860186444508, -97.096189850738 49.860169760178, -97.096130515831 49.860147547286, -97.096031870136 49.860105996569, -97.09594414205 49.860073703654, -97.095832939956 49.86004606066, -97.095804339497 49.860030299059, -97.095762941489 49.86002152326, -97.09573248095 49.860008517551, -97.095644334263 49.859973429469, -97.095565673473 49.859953337114, -97.09542280192 49.859931379927, -97.095345558969 49.859928311474, -97.095310402201 49.859924137824, -97.095264988168 49.859910796104, -97.095224014598 49.859891232959, -97.095168805828 49.859844450508, -97.095103533577 49.859770517298, -97.09509400247 49.859750549076, -97.095084231279 49.859730621558, -97.095100770291 49.85968932617, -97.095105069492 49.859661697543, -97.095112666836 49.859649028529, -97.094124615474 49.860008636405)))"
Pacific Dee Park,1887 Pacific Ave W,false,false,true,false,false,false,false,false,false,true,"(49.92172992451315, -97.19989411205172)","MULTIPOLYGON (((-97.200305757521 49.921498539789, -97.199866373532 49.921358176742, -97.199525883324 49.921249413806, -97.199486231828 49.921745326341, -97.199482466582 49.921793028253, -97.19967792192 49.921855469539, -97.199773044834 49.92188585806, -97.199868167869 49.921916246504, -97.199689248921 49.922149651017, -97.199879441428 49.92221043522, -97.200058371842 49.921977003612, -97.200088493575 49.921937707347, -97.199992494314 49.92190704224, -97.200305757521 49.921498539789)))"
Crescentwood C.C,1170 Corydon Ave,false,true,false,false,false,false,false,false,false,true,"(49.864120894455155, -97.17040296529602)","MULTIPOLYGON (((-97.170681115136 49.863101682201, -97.170586712783 49.863133159846, -97.170492308919 49.863164637391, -97.170397904968 49.863196113958, -97.170303502252 49.863227591368, -97.170209098024 49.863259068677, -97.170114693709 49.863290545009, -97.170020290629 49.863322022184, -97.169925886038 49.863353499258, -97.16983148275 49.863384975376, -97.169642672961 49.863447929132, -97.169548269309 49.863479405016, -97.169359458793 49.863542358301, -97.169265054744 49.863573834848, -97.169170649217 49.863605310395, -97.169076243534 49.863636786763, -97.168981839121 49.863668263075, -97.168887433231 49.863699738387, -97.169121677389 49.863995202972, -97.16916034663 49.864043979557, -97.169394594111 49.864339442712, -97.169522207196 49.864500405058, -97.169756459004 49.864795868408, -97.169795129507 49.86484464479, -97.170029384638 49.865140106709, -97.170123841011 49.865108713116, -97.170218297229 49.865077320343, -97.170312754751 49.865045926615, -97.170501666651 49.864983138879, -97.17059612381 49.864951744915, -97.170785034984 49.864888956707, -97.170879491746 49.864857563407, -97.171068402194 49.864794774728, -97.171162858627 49.864763380293, -97.17144622303 49.864669196451, -97.171540678945 49.8646378026, -97.1717295877 49.864575012822, -97.171824043287 49.864543617838, -97.171918497361 49.864512222752, -97.171283181758 49.863710846642, -97.171048706591 49.863414811639, -97.17095428927 49.863446270458, -97.170915639833 49.86339748669, -97.170681115136 49.863101682201)))"
Walsall Park,2099 Manitoba Ave,false,false,false,false,false,false,false,false,false,true,"(49.93386455519144, -97.21175812772086)","MULTIPOLYGON (((-97.211701616006 49.933581257116, -97.211683781735 49.933581251005, -97.211577627441 49.933581217518, -97.211471434842 49.933581183007, -97.211153006247 49.933581078938, -97.211153038787 49.933811231156, -97.211153064742 49.93385508801, -97.21104692508 49.933855056964, -97.210940785387 49.93385502672, -97.210940960678 49.93412912214, -97.211047093876 49.934129155879, -97.211365491994 49.934129259189, -97.21147162381 49.934129292518, -97.211683890169 49.934129360726, -97.211790023386 49.934129393785, -97.212002288369 49.934129461388, -97.212108421594 49.934129494156, -97.212320686593 49.934129561176, -97.212469272523 49.934129607685, -97.212487665904 49.934130075033, -97.212505998134 49.934131644807, -97.212524203199 49.934134311354, -97.212541515246 49.934137897928, -97.212558591791 49.934142476366, -97.212575376056 49.934148031445, -97.212575470055 49.933801325269, -97.212488168679 49.933757035985, -97.212368052534 49.933704376645, -97.212244355834 49.933660787418, -97.212117762379 49.933626509268, -97.211980389746 49.933600430918, -97.211841383142 49.933585315208, -97.211701616006 49.933581257116)))"
Morse Place C.C,700 Munroe Ave,false,true,false,false,false,false,false,false,false,true,"(49.91208584170018, -97.08344860590499)","MULTIPOLYGON (((-97.085180074567 49.911942295151, -97.085161743907 49.911905396944, -97.08265678173 49.911073461422, -97.081717137243 49.912253872209, -97.084259387518 49.913098221978, -97.085180074567 49.911942295151)))"
William Osler Park,787 Brock St,false,false,false,false,false,false,false,false,false,true,"(49.85377725906414, -97.19042833746457)","MULTIPOLYGON (((-97.189533339697 49.854293164184, -97.191228702648 49.85435591738, -97.191323335232 49.853291331775, -97.190073821825 49.853214500721, -97.189630231946 49.853198600749, -97.189533339697 49.854293164184)))"
Elmwood Park,380 Henderson Hwy,false,false,false,false,false,false,false,false,false,true,"(49.9184547684876, -97.115631575317)","MULTIPOLYGON (((-97.11293602094 49.918176729773, -97.113162488289 49.918251962049, -97.113351211869 49.918314654983, -97.113539934553 49.918377347593, -97.113728659089 49.918440040822, -97.113917384157 49.91850273285, -97.114106108328 49.918565424553, -97.114294834388 49.918628115976, -97.114483559551 49.918690807074, -97.114672286602 49.918753497893, -97.114936843041 49.918841377783, -97.114974584251 49.918853914315, -97.116559262417 49.919380286181, -97.116570781094 49.91936959205, -97.116575337911 49.919367057525, -97.116615501592 49.919351698882, -97.116646279293 49.919344822958, -97.116705819803 49.919343451463, -97.116806274318 49.919346792278, -97.116872457385 49.919339411991, -97.11695378099 49.919318875023, -97.116964325357 49.919312839732, -97.11697674006 49.919301707664, -97.116997010071 49.919292772031, -97.117037705088 49.919281649525, -97.117081942908 49.919272563444, -97.11720449376 49.919255844118, -97.117260535875 49.919240563216, -97.117575228974 49.919208793717, -97.117658682467 49.919187211439, -97.117840995936 49.91918486429, -97.118034674241 49.919148250472, -97.118072934788 49.919142395138, -97.11817953398 49.919138188754, -97.118268421231 49.919145208399, -97.118327129694 49.919141082689, -97.117640224434 49.918913402845, -97.117571644357 49.918927641603, -97.117322404712 49.918845027584, -97.117300352339 49.918800747434, -97.117054890158 49.918719384583, -97.11700007372 49.918725853994, -97.116590694605 49.918590156472, -97.11386603575 49.917686952309, -97.113881541308 49.917667448826, -97.11346467105 49.917529250794, -97.11293602094 49.918176729773)))"
Shaughnessy Park,74 Tyndall Ave,true,false,false,false,false,false,false,false,true,true,"(49.93387846412602, -97.1917124109882)","MULTIPOLYGON (((-97.189424395778 49.935117225546, -97.189530172101 49.935147477552, -97.189637338973 49.935172358789, -97.189745623879 49.935191805989, -97.189858174144 49.935206117472, -97.189971316216 49.935214558572, -97.190084744118 49.935217106459, -97.192710138262 49.93521702351, -97.192733181404 49.935217022487, -97.192990385008 49.935217010768, -97.194837881614 49.93521675775, -97.194857007305 49.935216754977, -97.194879297858 49.935216751694, -97.19490158841 49.935216748407, -97.194901570685 49.935175640467, -97.194900898087 49.933572434461, -97.194391377474 49.933572526415, -97.194391293918 49.933373689738, -97.1942124638 49.933316519712, -97.194438645013 49.933021825372, -97.193182339523 49.932620105278, -97.192931233276 49.932539808077, -97.192871449726 49.932617644857, -97.192834403536 49.932667765765, -97.192801773925 49.932720867875, -97.1927737994 49.93277656304, -97.192750684437 49.93283444416, -97.192733597212 49.932890245344, -97.192721028231 49.93294723452, -97.192713058042 49.933005046469, -97.192709737723 49.933063310703, -97.192709754513 49.933155463926, -97.1927097713 49.933247617148, -97.192709837289 49.933600660306, -97.192709908818 49.933983746445, -97.191314240076 49.933983818272, -97.191278816031 49.933972487882, -97.191087870833 49.933911413738, -97.189594989278 49.933433898235, -97.188523233566 49.934828744962, -97.189424395778 49.935117225546)))"
River Osborne Wading Pool/Block Parents,466 Gertrude Ave,false,false,false,false,false,false,false,false,false,false,"(49.8756708858601, -97.1439301412672)","MULTIPOLYGON (((-97.144142252121 49.875786008216, -97.143906479777 49.875492632061, -97.143718030414 49.875555739382, -97.143953824653 49.875849139659, -97.144142252121 49.875786008216)))"
Parc Club Optimist - Saint Boniface - Optimist Club Park,294 Bertrand St,true,false,false,false,false,false,false,false,false,false,"(49.883700362747916, -97.11500457695985)","MULTIPOLYGON (((-97.116098812955 49.883097932274, -97.114443086685 49.883167846939, -97.114160606984 49.883207234522, -97.113783008131 49.883223173306, -97.114740124546 49.884302793222, -97.116226145788 49.884243675385, -97.116198968879 49.883961473506, -97.116112147747 49.883965148003, -97.116061850325 49.883442866178, -97.116131742447 49.88343989192, -97.116098812955 49.883097932274)))"
