Complex Name,Address,Arena,Community Centre,Indoor Pool,Indoor Soccer,Library,Outdoor Pool,Fitness Leisure Centre,Skate Park,Spray Pad,Wading Pool,Location 1,Geometry
Machray Park,475 Anderson Ave,false,false,false,false,false,false,false,false,false,true,"(49.925065143693956, -97.13799000040689)","MULTIPOLYGON (((-97.138990316269 49.924981054208, -97.138933322668 49.92496273049, -97.137547617269 49.924517216729, -97.13749062335 49.92449889319, -97.137110100552 49.924376547484, -97.136609227783 49.925027075958, -97.136989726352 49.925149390507, -97.137046716831 49.925167709736, -97.138432338723 49.925613112899, -97.138489328918 49.925631431407, -97.138869838525 49.925753739904, -97.139370773031 49.925103369237, -97.138990316269 49.924981054208)))"
William Whyte School Wading Pool,200 Powers St,false,false,false,false,false,false,false,false,false,true,"(49.91744614106969, -97.14351816669793)","MULTIPOLYGON (((-97.144120697061 49.918000381742, -97.144341058616 49.917715896853, -97.144356198541 49.91769627016, -97.144390403371 49.917707256262, -97.14459553692 49.917442366053, -97.144511899236 49.917415512825, -97.144386452271 49.917375235891, -97.144261005519 49.917334958824, -97.144135557586 49.917294681601, -97.144010111291 49.917254403367, -97.143884665174 49.917214125899, -97.143759219269 49.917173848297, -97.143633772183 49.917133570539, -97.143508326702 49.91709329267, -97.143382881432 49.917053014667, -97.143257436409 49.917012735631, -97.143131990171 49.916972457339, -97.143006545537 49.916932178935, -97.142881101115 49.916891900397, -97.142660949394 49.917176239312, -97.142440796476 49.91746057689, -97.142566215988 49.917500879782, -97.142691635747 49.917541181643, -97.142817055684 49.917581484268, -97.142942477225 49.917621786783, -97.143067897619 49.917662088242, -97.143193318192 49.917702390467, -97.143318740368 49.917742692581, -97.143444161399 49.917782993639, -97.143569582607 49.917823295463, -97.143695005419 49.917863597176, -97.143820427086 49.917903897834, -97.14394584893 49.917944199258, -97.144071272378 49.91798450057, -97.144120697061 49.918000381742)))"
Valour C.C - Orioles Site,444 Burnell St,false,true,false,false,false,false,false,false,false,true,"(49.89092636477897, -97.17114980163961)","MULTIPOLYGON (((-97.171619710203 49.890213269463, -97.170785987434 49.890187480806, -97.170744043567 49.890761650622, -97.170704368938 49.891304753283, -97.170679893076 49.89163978229, -97.171510384828 49.891665248752, -97.171535603554 49.891330315192, -97.171576488533 49.890787323132, -97.171619710203 49.890213269463)))"
de Graff Bay Park,111 De Graff Bay,false,false,false,false,false,false,false,false,false,true,"(49.93620468994837, -97.06966366080079)","MULTIPOLYGON (((-97.069603410745 49.935581708578, -97.069506452008 49.93570324874, -97.069399583771 49.935837210556, -97.069292713505 49.93597117314, -97.069185844067 49.93610513474, -97.069078972636 49.936239096208, -97.068972101996 49.936373057591, -97.068859400259 49.93651432646, -97.06980326232 49.936827671318, -97.069919870131 49.936681512111, -97.070026760446 49.936547533107, -97.070133651553 49.936413554018, -97.070240540667 49.936279574796, -97.070351315534 49.936140723677, -97.070467921342 49.935994564786, -97.070247572432 49.935921411047, -97.069603410745 49.935581708578)))"
Alex Bridge Park,685 Dalhousie Dr,false,false,true,false,false,false,false,false,false,false,"(49.781404931787236, -97.153095293886)","MULTIPOLYGON (((-97.15227409145 49.783369056221, -97.155428978597 49.7822621802, -97.155213282314 49.781117515395, -97.154068905759 49.77991407574, -97.152950363621 49.780305821296, -97.152834812263 49.780346290259, -97.152685904882 49.780398439919, -97.151885813586 49.779440807353, -97.150761609175 49.779834786527, -97.150958234534 49.780069899907, -97.151134428285 49.780280577983, -97.151251312703 49.780420339416, -97.151368199173 49.780560100759, -97.151501208623 49.780719139543, -97.151618095128 49.780858900621, -97.151739013592 49.781003481651, -97.151759167438 49.781027578339, -97.151880086767 49.781172158328, -97.152007052491 49.781323966911, -97.152121927559 49.781461317943, -97.152177296304 49.781527519685, -97.152266369027 49.781634019223, -97.152422802156 49.781821056471, -97.152603462449 49.782037058411, -97.152776927629 49.782244457481, -97.152596848801 49.782307606689, -97.152224927509 49.782438027112, -97.151660491851 49.782635952658, -97.15227409145 49.783369056221), (-97.153717735535 49.780575337806, -97.153714356122 49.780552551473, -97.153712340096 49.780506787753, -97.153714787851 49.780478575666, -97.153714486544 49.780450319765, -97.153705801712 49.780424351197, -97.15369756971 49.780397375129, -97.153701046326 49.780358857338, -97.153776875092 49.780333481667, -97.153799192308 49.780343215206, -97.153805154335 49.780346532454, -97.15381154643 49.780349494943, -97.153818318409 49.780352079416, -97.153825417106 49.780354265581, -97.153832786788 49.780356036276, -97.153840369597 49.780357377598, -97.153855913415 49.780361325566, -97.153878370238 49.780363507868, -97.153913699136 49.780365895302, -97.153942219448 49.780367392333, -97.153972731224 49.780369442352, -97.154002016447 49.780371994077, -97.154031163084 49.780378192402, -97.154062799192 49.780384707974, -97.154092173158 49.78039323862, -97.154117570862 49.78040276537, -97.15414524351 49.780415977182, -97.154163653641 49.780433687437, -97.154188487986 49.780453675677, -97.15421817827 49.780477344809, -97.154243463592 49.780500422487, -97.154269543547 49.78052377345, -97.154369874307 49.780605645977, -97.154460373136 49.78069205311, -97.1545337994 49.78078287952, -97.154735922294 49.781045947205, -97.15484650497 49.781197049478, -97.154915270363 49.781294056504, -97.154980108947 49.781399080463, -97.155016090378 49.781511463672, -97.15504891323 49.781622232783, -97.155065645672 49.781732745619, -97.155063265815 49.781935706507, -97.155043029116 49.782137403893, -97.155037816025 49.782147485422, -97.155032965621 49.782158615246, -97.155026456672 49.782171021802, -97.155020930358 49.782178752675, -97.15501091973 49.782187975905, -97.155001624582 49.782199556195, -97.154989563029 49.782209789276, -97.154977963107 49.78221846593, -97.154966422551 49.782225579751, -97.154950466939 49.782232362621, -97.154933304518 49.782239126267, -97.154916946629 49.782245902725, -97.154899833675 49.782251364006, -97.154886370817 49.782256101534, -97.154873349805 49.782259803579, -97.15485708096 49.78226423578, -97.154833680136 49.782265687452, -97.15481789272 49.782268042279, -97.154797828788 49.782266419539, -97.154769685997 49.782271135053, -97.154745781481 49.782270033237, -97.154726907358 49.782279103201, -97.154704584677 49.782283960206, -97.154684382193 49.782285984054, -97.154658577641 49.78228713677, -97.154634744842 49.78228936341, -97.154619771843 49.782291470554, -97.154606427709 49.782293082385, -97.154591523985 49.782293366221, -97.15457576624 49.782294939599, -97.154562550766 49.782293165289, -97.154548580242 49.782290075801, -97.154534619617 49.782286725839, -97.154521216099 49.782289900492, -97.154507964563 49.782278482305, -97.154499114615 49.782271053056, -97.154488259416 49.782265742776, -97.154478167728 49.782259834775, -97.154468917796 49.782253374859, -97.154460581335 49.782246413114, -97.154453222981 49.782239003515, -97.154446899785 49.782231203512, -97.154441660771 49.782223073581, -97.154437546558 49.782214676754, -97.154434589045 49.782206078134, -97.154432811161 49.78219734439, -97.154427255757 49.782188582403, -97.154410818427 49.782095465117, -97.154355052026 49.781779546608, -97.154328892222 49.781644674169, -97.154325786089 49.781628175739, -97.154318845865 49.781609560453, -97.154317045975 49.781593372735, -97.154310547614 49.781573721971, -97.154301372795 49.781518582925, -97.154286253157 49.78146100349, -97.154281426829 49.781429129769, -97.154269781867 49.781396626144, -97.154258087429 49.781365424878, -97.154243135329 49.781335214223, -97.154227021769 49.781304037912, -97.154221863024 49.781299530856, -97.154217344899 49.781294744127, -97.154213503323 49.781289715793, -97.154210368849 49.781284485844, -97.154207966403 49.781279095871, -97.154206315092 49.78127358874, -97.154205428048 49.781268008247, -97.154183291729 49.781224055117, -97.154173462281 49.781204538069, -97.154133524346 49.781142990399, -97.154085886182 49.781083784274, -97.154030872152 49.781027322787, -97.153970226808 49.780976586363, -97.153915857166 49.780922950323, -97.153868092375 49.780866739396, -97.153830918949 49.780807125332, -97.153793492237 49.780747967672, -97.153775401118 49.780711110668, -97.15375305419 49.780674266344, -97.153732721085 49.780636785914, -97.153721114951 49.78059812414, -97.153717735535 49.780575337806)))"
Pan Am Pool,75 Poseidon Bay,false,false,true,false,false,false,false,false,false,false,"(49.854684308165446, -97.17352797805742)","MULTIPOLYGON (((-97.17251815056 49.856317761922, -97.175459883471 49.855334695146, -97.175478706023 49.855115793034, -97.1751556135 49.855103912132, -97.173470077475 49.853050854409, -97.172528699877 49.853365463816, -97.173487224822 49.854533145885, -97.171577250092 49.855171661381, -97.1715896578 49.85518677547, -97.17251815056 49.856317761922)))"
Magnus Eliason Recreation Centre,430 Langside St,false,false,false,false,false,false,true,false,false,true,"(49.89164023033071, -97.15678745800477)","MULTIPOLYGON (((-97.157000626073 49.892022262369, -97.157007113231 49.891931942285, -97.157354565415 49.891942188308, -97.15736103981 49.89185185631, -97.157373988578 49.891671191409, -97.157026578741 49.891660981189, -97.157039555616 49.891480340148, -97.157046042602 49.891390020052, -97.15705253095 49.891299699977, -97.156946630316 49.891296601327, -97.156633166237 49.891287427958, -97.156634499896 49.891268978813, -97.156255336005 49.891256016142, -97.156250389336 49.89132469532, -97.156245444076 49.891393373621, -97.156235550689 49.891530731073, -97.156230605345 49.891599410269, -97.156225658593 49.891668089441, -97.156220713249 49.891736767736, -97.156210819695 49.891874125176, -97.156205874268 49.891942804366, -97.156200927432 49.892011483533, -97.156580258805 49.892024444519, -97.156581305217 49.89200988115, -97.156720957792 49.892014005268, -97.157000626073 49.892022262369)))"
John Steel Park,300 Westwood Dr,false,false,false,false,false,false,false,false,false,true,"(49.87282109919484, -97.29439673054098)","MULTIPOLYGON (((-97.294104455417 49.873366131894, -97.294633468173 49.873299059687, -97.295227143315 49.873401908416, -97.295306772827 49.87235270113, -97.29507414821 49.872342891488, -97.294874597165 49.872334475509, -97.294724757682 49.872382313517, -97.294541892894 49.87244069499, -97.294323381651 49.872510455508, -97.294116891376 49.872240289974, -97.293486688255 49.872441513489, -97.293910607584 49.872996071891, -97.293952910469 49.87305396143, -97.293991595554 49.873114328615, -97.294026518151 49.873176947662, -97.294056157887 49.873238459266, -97.294082166383 49.873301592059, -97.294104455417 49.873366131894)))"
Whyte Ridge C.C,145 Clocerwood Rd,false,true,false,false,false,false,false,false,false,false,"(49.81334537909105, -97.21503257436811)","MULTIPOLYGON (((-97.215532499372 49.811030432543, -97.213291883745 49.815402977373, -97.214495633428 49.815660325639, -97.216742210188 49.814903050898, -97.216530704253 49.814640776235, -97.215734475197 49.814909191677, -97.215568698223 49.814703480229, -97.215697004744 49.814572063943, -97.215691263173 49.814550514786, -97.215687416391 49.814533454165, -97.215683658649 49.814513299464, -97.215680866326 49.814494115616, -97.215678119767 49.814465627844, -97.215099088888 49.81448178676, -97.215638113861 49.813429026287, -97.215660751446 49.813384812701, -97.215708689607 49.813291180941, -97.215759293472 49.813192346008, -97.215812562295 49.813088302435, -97.215863166168 49.812989465808, -97.215911103876 49.812895834199, -97.215956377762 49.812807408258, -97.216004314519 49.812713776992, -97.216054917027 49.812614940098, -97.216108184997 49.812510897189, -97.216158787223 49.812412059893, -97.216206724224 49.812318429201, -97.216251997216 49.812230001438, -97.216299932689 49.812136370436, -97.216350534754 49.81203753363, -97.216403800505 49.811933490861, -97.216457067444 49.811829447186, -97.216510332727 49.81172540436, -97.216563599166 49.811621361526, -97.216616864014 49.811517317744, -97.216670129986 49.811413274852, -97.216723394334 49.811309231911, -97.216773264991 49.811211819153, -97.21670088387 49.811205715328, -97.216628549921 49.81119907582, -97.216556267107 49.811191900994, -97.216484262234 49.811184215862, -97.216412316041 49.811175999519, -97.216340432447 49.811167252414, -97.216287987901 49.811160526702, -97.216235581083 49.811153513068, -97.216183213574 49.811146211723, -97.216131048728 49.811138646803, -97.216078926083 49.811130796395, -97.216026847199 49.811122660735, -97.216026846796 49.811122661795, -97.215943857093 49.811109091814, -97.215860992614 49.811094777021, -97.215778260043 49.811079718569, -97.215696194296 49.811064021176, -97.215614271897 49.811047592065, -97.215532499372 49.811030432543)))"
Beryl Watts Park / Vince Leah C.C,1295 Salter St,false,true,false,false,false,false,false,false,false,true,"(49.95075396746961, -97.11512982684503)","MULTIPOLYGON (((-97.117751038232 49.952438382215, -97.117229321655 49.952269599935, -97.11724454985 49.952250033089, -97.117436998474 49.95200275231, -97.117531828578 49.952033379704, -97.117626658769 49.952064007921, -97.117721487688 49.952094636038, -97.117816318157 49.952125263203, -97.117911148714 49.95215589119, -97.118100640999 49.952063956449, -97.118102489344 49.952061565794, -97.118292232235 49.951816150339, -97.118697806927 49.95194704223, -97.119736578873 49.951303640687, -97.119655945485 49.951277606059, -97.112345427748 49.948916863638, -97.112281527825 49.949000672982, -97.112217992876 49.949084003308, -97.112153720142 49.949168301896, -97.112090576135 49.949251119745, -97.112026719867 49.949334871013, -97.111963158534 49.949418235128, -97.111899299819 49.949501988015, -97.111835738646 49.949585350334, -97.111771835619 49.94966916173, -97.111763409629 49.94968021273, -97.111706410811 49.949753749395, -97.111643554782 49.949834842656, -97.11157524751 49.949922968444, -97.111556259044 49.949947464628, -97.111488854998 49.950034425824, -97.111421544719 49.950121264377, -97.111358684185 49.950202361465, -97.11129053066 49.950290286746, -97.111254719975 49.950336486284, -97.111225789205 49.950373795227, -97.11115942516 49.950459377637, -97.111094458828 49.950543155977, -97.111027902638 49.950628984195, -97.110712772995 49.950527009556, -97.110523074817 49.950772351582, -97.114376104114 49.952017554579, -97.115267377753 49.952305564781, -97.115659499558 49.95241234995, -97.11571935588 49.952431138494, -97.115779493083 49.952449007618, -97.115839897044 49.952465953124, -97.115901471755 49.952482205878, -97.11596329183 49.952497498867, -97.116025342309 49.952511828389, -97.116314209633 49.952562615106, -97.116606408191 49.952587984854, -97.11689970593 49.952587743836, -97.117187423832 49.952562480036, -97.117471903705 49.952512569591, -97.117751038232 49.952438382215)))"
Greendell C.C,75 Woodlawn Ave,false,true,false,false,false,false,false,false,false,false,"(49.821669623196755, -97.12053398990673)","MULTIPOLYGON (((-97.122074560221 49.820923411156, -97.118810628763 49.822048648823, -97.118830557063 49.822072830178, -97.119077576297 49.82237256818, -97.119113233378 49.822415835238, -97.119155262313 49.82241250116, -97.11940655321 49.822392561202, -97.120016026511 49.822344199169, -97.120159614039 49.822294611593, -97.120279154499 49.822253329326, -97.120610347469 49.822138951339, -97.120950829702 49.822021364272, -97.121291310269 49.821903777082, -97.121813879247 49.821633941264, -97.121835320888 49.821610317687, -97.121922901127 49.821513825232, -97.122008667062 49.821419332607, -97.122257351051 49.821145339553, -97.122094471864 49.820947586282, -97.122074560221 49.820923411156)))"
Fort Rouge Park,295 River Ave,false,false,false,false,false,false,false,false,true,false,"(49.88174476859645, -97.14127548497564)","MULTIPOLYGON (((-97.142552838638 49.882122084504, -97.142563917233 49.882119748823, -97.141794234273 49.881160408614, -97.141793299257 49.881159243191, -97.141770704999 49.881166812084, -97.141546203075 49.880886983117, -97.139987052718 49.881409268702, -97.140944384737 49.882602554076, -97.140981908142 49.882593060766, -97.141013280124 49.882580880916, -97.141051949039 49.882556314985, -97.141101788662 49.882541732777, -97.141137503428 49.882525214973, -97.141176083474 49.882506584298, -97.141208767158 49.882496494289, -97.141229142512 49.882487915949, -97.141259665825 49.882476082224, -97.141392236531 49.882435031875, -97.14141987825 49.882429358477, -97.14156701919 49.882404013015, -97.141666899048 49.882373232249, -97.141702582434 49.882357523321, -97.141740037459 49.882346430253, -97.141768650543 49.882344460309, -97.141790853121 49.882364425426, -97.141798950836 49.882367433654, -97.141811384421 49.882366283724, -97.141829168082 49.882356314476, -97.141832117789 49.882333874175, -97.141840538885 49.882324834238, -97.141953507477 49.88228670722, -97.142170574504 49.882231179165, -97.142228784886 49.88221610099, -97.142331132522 49.882182660695, -97.142385342794 49.88216661883, -97.142444155478 49.882153978859, -97.142512838931 49.882130792948, -97.142541760042 49.882124420183, -97.142552838638 49.882122084504)))"
East Elmwood C.C,927 Beach Ave,false,true,false,false,false,false,false,false,false,true,"(49.90446479548164, -97.07978607436027)","MULTIPOLYGON (((-97.080097039952 49.905422218032, -97.080305017476 49.904937385139, -97.080810816831 49.903758232429, -97.079408426682 49.903507372931, -97.07938231911 49.903516916805, -97.079368733222 49.903548575722, -97.078761331889 49.904963945058, -97.07877452381 49.904983400524, -97.080097039952 49.905422218032)))"
Turtle Island Rec Centre,510 King St,false,false,false,false,false,false,true,false,false,true,"(49.91104954097921, -97.13645450504515)","MULTIPOLYGON (((-97.136393447683 49.91046175632, -97.136374897713 49.910455442597, -97.136356752497 49.910448045594, -97.136339075236 49.910439591074, -97.13632314123 49.910430823762, -97.136307711178 49.910421197145, -97.136292831373 49.910410740105, -97.136144876817 49.910297328991, -97.136129996914 49.910286871743, -97.13611456675 49.910277244926, -97.136098632622 49.910268477423, -97.136080955232 49.910260022715, -97.136062809876 49.910252625535, -97.136044259754 49.910246311645, -97.135512690672 49.910075994928, -97.135491968987 49.910070011769, -97.135470988719 49.910065010289, -97.135449796348 49.910061001568, -97.135427773052 49.910057917174, -97.135405626049 49.910055904886, -97.135383407497 49.910054969444, -97.135285410248 49.9100528886, -97.135271440874 49.910333427598, -97.136527485072 49.910735669665, -97.13640326462 49.910897768664, -97.135781684671 49.911708870137, -97.136786178425 49.912030606364, -97.136834844119 49.912046193358, -97.137637569216 49.911001064605, -97.137549384793 49.910832104394, -97.136393447683 49.91046175632)))"
Valour C.C,715 Telfer St N,false,true,false,false,false,false,false,false,false,true,"(49.88886756455746, -97.18668222591097)","MULTIPOLYGON (((-97.187018031427 49.887577189941, -97.187007008657 49.887576834492, -97.186535829181 49.887561630311, -97.186531653277 49.887616366056, -97.186527539742 49.887669623101, -97.186521085392 49.887753205211, -97.186515800727 49.887821624776, -97.186510517436 49.887890044362, -97.186505232737 49.887958463924, -97.186499949411 49.888026883507, -97.186494664676 49.888095303068, -97.186484097937 49.888232142228, -97.18647881315 49.888300561785, -97.186473529737 49.888368981362, -97.186468244915 49.888437400916, -97.186462961466 49.888505820491, -97.186457676609 49.888574240043, -97.186452393126 49.888642659615, -97.186447108233 49.888711079165, -97.186441824715 49.888779498735, -97.186436539788 49.888847918282, -97.186431256234 49.88891633785, -97.186425971272 49.888984757395, -97.186420687683 49.88905317696, -97.186415402686 49.889121596503, -97.186410119062 49.889190016066, -97.18640483403 49.889258435606, -97.186394266695 49.889395274726, -97.18638898161 49.889463694263, -97.186383697899 49.88953211382, -97.186378412779 49.889600533355, -97.186373129033 49.889668952909, -97.186367843878 49.889737372441, -97.186362560097 49.889805791994, -97.18635727494 49.889874210624, -97.186351991124 49.889942630174, -97.186346705899 49.890011049702, -97.186341422048 49.890079469249, -97.186336136787 49.890147888774, -97.186335767206 49.890152678219, -97.186335397623 49.890157467664, -97.18653962454 49.890164107215, -97.186828577857 49.890173498804, -97.18685046462 49.88989024723, -97.187029054198 49.887577545389, -97.187018031427 49.887577189941)))"
St. Vital Library,6 Fermor Ave,false,false,false,false,true,false,false,false,false,false,"(49.85156297006603, -97.11426565079515)","MULTIPOLYGON (((-97.113137815282 49.852064784653, -97.113241778826 49.852020009231, -97.113344749015 49.851972994372, -97.113446677618 49.851923762097, -97.113544765749 49.851873775196, -97.113641780031 49.851821734817, -97.113737677478 49.851767664019, -97.113757752059 49.851756076128, -97.113777877052 49.851744576013, -97.113798052074 49.851733163894, -97.113818395669 49.851721773742, -97.1138387891 49.851710473062, -97.113859231974 49.851699262073, -97.113820491772 49.851669272434, -97.114048234745 49.851546280221, -97.114794118114 49.851290888468, -97.115393486309 49.851085493219, -97.115373979969 49.851061155479, -97.113171308572 49.851816126066, -97.113137815282 49.852064784653)))"
Vimy Ridge Memorial Park,821 Preston Ave,false,false,false,false,false,false,false,false,true,true,"(49.885148621487765, -97.16725779803389)","MULTIPOLYGON (((-97.168146598299 49.884154489641, -97.166521276832 49.884111208768, -97.166368997769 49.886159113938, -97.166425513119 49.886186034208, -97.166682409573 49.886116934938, -97.166950004508 49.886064434257, -97.168026552611 49.885774855795, -97.168146598299 49.884154489641)))"
Tuxedo C.C,368 Southport Blvd,false,true,false,false,false,false,false,false,false,false,"(49.86500762500437, -97.21634862739668)","MULTIPOLYGON (((-97.214518640948 49.865864397228, -97.215703505418 49.865911512611, -97.215982845801 49.865922619183, -97.216021813219 49.865512462487, -97.218036150987 49.865592551757, -97.218088098241 49.865045634389, -97.218178613845 49.864092630826, -97.217379478109 49.864109392699, -97.215918046686 49.864195169699, -97.214665683121 49.864316813381, -97.214609577769 49.864907326214, -97.214557614372 49.865454223968, -97.214518640948 49.865864397228)))"
Valour C.C - Clifton Site,1315 Strathcona St,false,true,false,false,false,false,false,false,false,true,"(49.90185955290873, -97.19057979539497)","MULTIPOLYGON (((-97.1918759138 49.901090447058, -97.191910420018 49.900910406804, -97.19204668654 49.899346836534, -97.190775314805 49.899307478721, -97.190651348191 49.900871652535, -97.190634918722 49.901052249163, -97.190594661991 49.901051009835, -97.190572905795 49.901324699236, -97.189355812948 49.901287202308, -97.18911290425 49.904389395085, -97.189579722446 49.904403769712, -97.189834689223 49.904411627096, -97.189839161571 49.904407581933, -97.189843631069 49.90440353362, -97.189848097714 49.904399482159, -97.189852557486 49.904395431204, -97.189857014406 49.904391377111, -97.189861468472 49.904387319882, -97.189950041158 49.904305491373, -97.190037383034 49.904222350394, -97.190123474653 49.904137915456, -97.190206771673 49.904053769245, -97.190288826964 49.903968411717, -97.190369622911 49.903881861193, -97.190623369131 49.90359416934, -97.190859465669 49.903291824882, -97.19107706826 49.902975908978, -97.191265071203 49.902665795919, -97.191435249342 49.902345554421, -97.191587058806 49.902016207942, -97.19164758412 49.901864673474, -97.191703333546 49.901711317645, -97.191754252378 49.901556290933, -97.191799586326 49.901402284306, -97.191840152977 49.901246953836, -97.1918759138 49.901090447058)))"
Pritchard Playground,295 Pritchard Ave,false,false,false,false,false,false,false,false,false,true,"(49.91419035927802, -97.13616031282966)","MULTIPOLYGON (((-97.136842531776 49.914043652299, -97.136542146898 49.913947178025, -97.136416686845 49.913906883163, -97.136291228361 49.913866589089, -97.136165768698 49.913826294859, -97.136040310673 49.913785999618, -97.135914851433 49.913745705121, -97.135696474669 49.914029101639, -97.135478093883 49.91431249858, -97.135603613338 49.914352813399, -97.135729134396 49.914393128108, -97.135854654275 49.91443344266, -97.135980174366 49.914473757078, -97.136105694669 49.914514071362, -97.136155218199 49.914529976448, -97.136231215185 49.914554385513, -97.136356737304 49.914594699552, -97.136482258244 49.914635013436, -97.136681509022 49.914376077592, -97.136605385459 49.914351629008, -97.136643283271 49.914302588459, -97.136842531776 49.914043652299)))"
Weston Park,299 Lock St,false,false,false,false,false,false,false,false,false,true,"(49.920577554729434, -97.18995022313752)","MULTIPOLYGON (((-97.189895266484 49.919998040542, -97.189707766915 49.920242443366, -97.189672904944 49.920287884762, -97.189622892313 49.920353075433, -97.189572878153 49.920418266059, -97.189522865282 49.920483455784, -97.189472852241 49.920548646384, -97.189422839097 49.920613836062, -97.189372825782 49.920679026614, -97.189322812331 49.920744217143, -97.189272797384 49.920809406728, -97.189222783659 49.920874597209, -97.189202922219 49.920900486572, -97.189578819361 49.921020752706, -97.189628989699 49.921036804121, -97.190004890382 49.921157068917, -97.190024747676 49.921131207239, -97.190074777525 49.921066048152, -97.190124807204 49.92100088994, -97.190174835388 49.920935730783, -97.190224864793 49.920870572524, -97.190274894062 49.920805414241, -97.190324923228 49.920740255035, -97.190374952224 49.920675096704, -97.190424981116 49.92060993745, -97.190475009839 49.920544779072, -97.190509894756 49.920499342295, -97.190697524056 49.920254965407, -97.190597241913 49.920222849993, -97.190496958513 49.920190734473, -97.190396676606 49.920158619788, -97.190296393476 49.920126504097, -97.190196111874 49.920094388341, -97.190095830406 49.920062272501, -97.189995547681 49.920030156553, -97.189895266484 49.919998040542)))"
Bruce Park,1966 Portage Ave,false,false,false,false,false,false,false,false,false,true,"(49.87634913463767, -97.22523316602604)","MULTIPOLYGON (((-97.226156316275 49.875951008273, -97.226159458698 49.875860600296, -97.226609329725 49.875878560406, -97.22669937036 49.8749365788, -97.226666605591 49.874925433397, -97.226630888247 49.874908785936, -97.226553876835 49.87489474485, -97.226130453723 49.874776717793, -97.226012754057 49.874739228572, -97.225916193067 49.874699420002, -97.225910208362 49.874696519011, -97.225883235207 49.874683444192, -97.22582276261 49.874658681892, -97.225782082864 49.874647890473, -97.225657618968 49.874611269052, -97.225607003304 49.874587197226, -97.225509848507 49.874552143803, -97.225452870418 49.874527989332, -97.225420467855 49.874504466111, -97.225388361403 49.874488053445, -97.225295849079 49.874448349552, -97.225294222096 49.874447711389, -97.225196253307 49.874409284384, -97.225168835075 49.87440166857, -97.225106633674 49.874374158439, -97.225044780589 49.874999270594, -97.223780463054 49.874947152079, -97.223766961692 49.875083877507, -97.225031252221 49.87513599439, -97.224715774245 49.878324110837, -97.225676575503 49.878304133938, -97.225931917579 49.878298838869, -97.226336924552 49.878263566713, -97.226363295417 49.877989788971, -97.226344639009 49.877946188217, -97.226413939109 49.87792161115, -97.22660070671 49.875968767687, -97.226156316275 49.875951008273)))"
Millennium Library Park,251 Donald St,false,false,false,false,true,false,false,false,false,false,"(49.891591848972226, -97.14160057642549)","MULTIPOLYGON (((-97.14120811146 49.890887919884, -97.140726128561 49.890997421266, -97.140796694763 49.891127257504, -97.14086725998 49.891257092781, -97.140937825532 49.891386928914, -97.141008392846 49.891516765029, -97.141078959173 49.891646600181, -97.141149525836 49.89177643619, -97.141220094262 49.89190627218, -97.141255377935 49.891971189699, -97.141331205141 49.892110701782, -97.141431799046 49.89229577806, -97.141913396575 49.892186456431, -97.14199342921 49.892168289339, -97.14247502429 49.892058964446, -97.142404531672 49.891929091776, -97.142334040815 49.891799219087, -97.142263548972 49.891669345435, -97.142193058856 49.891539472664, -97.142122567753 49.89140959893, -97.142064770389 49.891303112558, -97.142052076985 49.891279726053, -97.141981587979 49.891149853157, -97.141911097987 49.891019979299, -97.141429196005 49.891129448019, -97.141349165806 49.891147627349, -97.141278637769 49.891017773177, -97.14120811146 49.890887919884)))"
Richmond Kings C.C - Ryerson Site,577 Dalhousie Dr,false,true,false,false,false,false,false,false,false,false,"(49.784288208978964, -97.1468969822887)","MULTIPOLYGON (((-97.148080866374 49.784840887181, -97.148093932523 49.784835710709, -97.14810703593 49.784830629292, -97.148120175906 49.784825643196, -97.148133464592 49.784820711275, -97.148146789056 49.784815876845, -97.148160148581 49.784811140167, -97.148701165718 49.78462150797, -97.148459198658 49.784332368098, -97.147804693909 49.783550241167, -97.145092798859 49.784500776434, -97.145532192609 49.785026176791, -97.146926519286 49.784537315724, -97.148080866374 49.784840887181)))"
Maples Community Centre - James Nisbett site,70 Doubleday Dr,false,true,false,false,false,false,false,false,false,false,"(49.95217676812402, -97.16563024191623)","MULTIPOLYGON (((-97.165527752426 49.952621098978, -97.166136222994 49.952816659733, -97.16626882667 49.952644977621, -97.166382487616 49.9524978209, -97.166496146433 49.952350664934, -97.166609804582 49.952203507946, -97.16662874755 49.95217898147, -97.164631738867 49.951536876515, -97.164631738617 49.951620672274, -97.164631736283 49.952410180482, -97.164784898281 49.952435912465, -97.164937332201 49.952465655243, -97.165088933031 49.952499388327, -97.165236231228 49.952536200408, -97.165382536467 49.95257677953, -97.165527752426 49.952621098978)))"
St. John's Library,500 Salter St,false,false,false,false,true,false,false,false,false,false,"(49.92554617784627, -97.1332281361178)","MULTIPOLYGON (((-97.132985913478 49.925656736486, -97.133237416141 49.925737521477, -97.133470358757 49.925435679911, -97.133218909773 49.925354834216, -97.132985913478 49.925656736486)))"
